stories_id,description,facebook_reactions,facebook_shares,media_id,publish_date,title,url,tag
1039556521,"Pessoas próximas ao presidente do Banco do Brasil, Paulo Caffarelli, confirmam que ele foi convidado para presidir a Cielo, mas não há",3,3,38945,25/10/2018,Fontes confirmam conversa de Caffarelli e Cielo; empresa diz que não comenta,https://politica.estadao.com.br/blogs/coluna-do-estadao/fontes-confirmam-conversa-de-caffarelli-e-cielo-empresa-diz-que-nao-comenta/,
1039556519,,55,51,38945,25/10/2018,"Nas redes sociais, FHC diz que intimidações são 'inadmissíveis'","https://politica.estadao.com.br/noticias/eleicoes,nas-redes-sociais-fhc-diz-que-intimidacoes-sao-inadmissiveis,70002564018",
1039556513,Apresentador de TV pediu para que Brasil se una após as eleições e afirmou que o resultado será responsabilidade de todos,10291,631,38945,25/10/2018,"Em vídeo, Huck diz que, se eleito, Bolsonaro tem 'chance de ressignificar a política'","https://politica.estadao.com.br/noticias/eleicoes,em-video-huck-diz-que-se-eleito-bolsonaro-tem-chance-de-ressignificar-a-politica,70002564072",
1039633975,,29,25,38945,25/10/2018,"'Diretor do Ibope tem o direito de ter a opinião dele', diz Haddad","https://politica.estadao.com.br/noticias/eleicoes,diretor-do-ibope-tem-o-direito-de-ter-a-opiniao-dele-diz-haddad,70002564214",
1039633957,"No 'Conexão Estadão' desta quinta-feira, 25, o Datafolha divulgou sua pesquisa de intenção de voto para a",2,4,38945,25/10/2018,'Conexão Estadão': Quais as chances de uma virada na eleição presidencial?,https://brasil.estadao.com.br/blogs/estadao-podcasts/conexao-estadao-quais-as-chances-de-uma-virada-na-eleicao-presidencial/,
1039646168,"Mãe de filha caçula do presidenciável, Michelle aparece na TV e descreve marido como 'cara humano'",405,12,38945,25/10/2018,"Na propaganda eleitoral, mulher de Bolsonaro tenta suavizar imagem do candidato","https://politica.estadao.com.br/noticias/eleicoes,na-propaganda-eleitoral-mulher-de-bolsonaro-tenta-suavizar-imagem,70002564316",
1039646170,"Ao iniciar périplo por Estados do Nordeste, petista fez mais um aceno ao pedetista, que chega ao Brasil nesta sexta-feira",5760,157,38945,25/10/2018,"'Com Ciro (Gomes) a virada será mais fácil', diz Haddad no Recife","https://politica.estadao.com.br/noticias/eleicoes,com-ciro-gomes-a-virada-sera-mais-facil-diz-haddad-no-recife,70002564150",
1039646160,Mentira faz parte de uma teoria da conspiração que afirma que candidato estaria doente,283,58,38945,25/10/2018,"Médico de Bolsonaro disse 'câncer de intestino' em vídeo de reportagem, mas como brincadeira",https://politica.estadao.com.br/blogs/estadao-verifica/medico-de-bolsonaro-disse-cancer-de-intestino-em-video-de-reportagem-mas-como-brincadeira/,
1039679009,Militar afirmou que a ida a locais com horário marcado é ameaça à integridade do candidato; governo federal confirma incidente,17597,2829,38945,25/10/2018,General Heleno diz que Bolsonaro não vai a debates por ameaça de atentado,"https://politica.estadao.com.br/noticias/eleicoes,general-heleno-adverte-para-ameaca-de-atentado-contra-bolsonaro,70002564363",
1039679004,,25,34,38945,25/10/2018,Lula orienta militância petista para eventual governo Bolsonaro,"https://politica.estadao.com.br/noticias/eleicoes,lula-orienta-militancia-petista-para-eventual-governo-bolsonaro,70002564355",
1039678998,,32,24,38945,25/10/2018,"Resumo das eleições 2018: vantagem de Bolsonaro sobre Haddad cai seis pontos, aponta pesquisa","https://politica.estadao.com.br/noticias/eleicoes,resumo-das-eleicoes-2018-vantagem-de-bolsonaro-sobre-haddad-cai-seis-pontos-aponta-pesquisa,70002564364",
1039692764,,23,12,38945,25/10/2018,"'Está fácil virar voto', diz Haddad sobre resultado de pesquisa das eleições 2018","https://politica.estadao.com.br/noticias/eleicoes,esta-facil-virar-voto-diz-haddad-sobre-resultado-de-pesquisa-das-eleicoes-2018,70002564411",
1039719235,"Durante entrevista em emissora de televisão, candidato do PSL ainda afirmou apresentar uma nova proposta para a reforma da Previdência no ano que vem, caso seja eleito",3015,786,38945,25/10/2018,Bolsonaro sugere fechar escolas do MST e diz que foram 'fábrica de guerrilheiros',"https://politica.estadao.com.br/noticias/eleicoes,bolsonaro-sugere-fechar-escolas-do-mst-e-diz-que-foram-fabrica-de-guerrilheiros,70002564474",
1039712577,,0,0,38945,25/10/2018,Bolsonaro finalmente notou o Carrapato Estadão e... tirou onda com a cara dele,https://politica.estadao.com.br/blogs/carrapato-estadao/bolsonaro-finalmente-notou-o-carrapato-estadao-e-tirou-onda-com-a-cara-dele/,
1039712575,,0,0,38945,25/10/2018,"Otimismo sobe, mas preocupação continua alta, mostra Ipsos","https://politica.estadao.com.br/noticias/eleicoes,otimismo-sobe-mas-preocupacao-continua-alta-mostra-ipsos,70002564438",
1039712570,,0,0,38945,25/10/2018,Eleição do capitão contra o ladrão,https://politica.estadao.com.br/blogs/neumanne/eleicao-do-capitao-contra-o-ladrao/,
1039744797,,0,0,38945,25/10/2018,Bolsonaro pede empenho e Haddad faz corpo a corpo na reta final de campanha,"https://politica.estadao.com.br/noticias/eleicoes,bolsonaro-pede-empenho-e-haddad-faz-corpo-a-corpo-na-reta-final-de-campanha,70002564565",
1039743641,,0,0,38945,25/10/2018,General Heleno questiona e critica a nova pesquisa Datafolha,https://politica.estadao.com.br/blogs/eliane-cantanhede/general-heleno-questiona-e-critica-a-nova-pesquisa-datafolha/,
1039771057,,0,0,38945,25/10/2018,Universidades são alvo de operações por suposta propaganda eleitoral,"https://politica.estadao.com.br/noticias/eleicoes,universidades-sao-alvo-operacoes-por-suposta-propaganda-eleitoral,70002564640",
1039795821,,0,0,38945,25/10/2018,Doria e França disputam legado de Alckmin em debate na Globo,"https://politica.estadao.com.br/noticias/eleicoes,doria-e-franca-disputam-legado-de-alckmin-em-debate-na-globo,70002564729",
1039817761,,0,0,38945,25/10/2018,Troca de acusações marca debate no Rio de Janeiro,"https://politica.estadao.com.br/noticias/eleicoes,troca-de-acusacoes-marca-debate-no-rio-de-janeiro,70002564749",
1039817747,,0,0,38945,25/10/2018,Conselho de administração da Cielo já aprovou nome de Caffarelli,https://politica.estadao.com.br/blogs/coluna-do-estadao/conselho-de-administracao-da-cielo-ja-aprovou-nome-de-caffarelli/,
1039817719,,0,0,38945,25/10/2018,Anastasia ataca despreparo e Zema menciona Aécio Neves,"https://politica.estadao.com.br/noticias/eleicoes,anastasia-ataca-despreparo-e-zema-menciona-aecio-neves,70002564753",
1039839041,,0,0,38945,26/10/2018,Confira os 'melhores momentos’ do debate na Globo para governador de SP,"https://politica.estadao.com.br/noticias/eleicoes,confira-os-melhores-momentos-do-debate-na-globo-para-governador-de-sp,70002564776",
1039839050,,0,0,38945,25/10/2018,Importância da ciência é tema de jantar de empresários,https://cultura.estadao.com.br/blogs/direto-da-fonte/importancia-da-ciencia-e-tema-de-jantar-de-empresarios/,
1039839046,,0,0,38945,25/10/2018,"Esquerda 'tem de se reavaliar', avisa Gabeira",https://cultura.estadao.com.br/blogs/direto-da-fonte/84609-2/,
1039839038,,0,0,38945,26/10/2018,Alguns da equipe da Fazenda podem permanecer com Guedes,https://cultura.estadao.com.br/blogs/direto-da-fonte/alguns-da-equipe-da-fazenda-podem-permanecer-com-guedes/,
1039923909,,0,0,38945,26/10/2018,Prisão mais rígida opõe Bolsonaro e Haddad nas eleições 2018,"https://brasil.estadao.com.br/noticias/geral,prisao-mais-rigida-opoe-bolsonaro-e-haddad-nas-eleicoes-2018,70002564641",
1039934364,,0,0,38945,26/10/2018,Abre as asas sobre nós,"https://economia.estadao.com.br/noticias/geral,abre-as-asas-sobre-nos,70002564426",
1039934361,,0,0,38945,26/10/2018,Equipe de Bolsonaro estuda dez propostas para reforma da Previdência,"https://economia.estadao.com.br/noticias/geral,equipe-de-bolsonaro-estuda-dez-propostas-para-reforma-da-previdencia,70002564626",
1039934349,,0,0,38945,26/10/2018,Caffarelli presidirá a Cielo a partir de novembro,https://economia.estadao.com.br/blogs/coluna-do-broad/caffarelli-presidira-a-cielo-a-partir-de-novembro/,
1040019648,,0,0,38945,26/10/2018,Novatos do PSL disputam sala de Bolsonaro na Câmara,"https://politica.estadao.com.br/noticias/eleicoes,novatos-do-psl-disputam-sala-de-bolsonaro-na-camara,70002564820",
1040019645,,0,0,38945,26/10/2018,"‘Homofobia de Bolsonaro é da boca para fora’, diz Regina Duarte","https://politica.estadao.com.br/noticias/eleicoes,homofobia-de-bolsonaro-e-da-boca-para-fora-diz-regina-duarte,70002564696",
1040019630,,0,0,38945,26/10/2018,Não vai ser de goleada,"https://politica.estadao.com.br/noticias/eleicoes,nao-vai-ser-de-goleada,70002564614",
1040019625,,0,0,38945,26/10/2018,Bancada do PSL dá força a ‘Centrão’ na Alesp,"https://politica.estadao.com.br/noticias/eleicoes,bancada-do-psl-da-forca-a-centrao-na-alesp,70002564807",
1040019621,,0,0,38945,26/10/2018,STF tenta intimar filho de Bolsonaro há 23 dias,https://politica.estadao.com.br/blogs/coluna-do-estadao/stf-tenta-intimar-filho-de-bolsonaro-ha-23-dias/,
1040019639,,0,0,38945,26/10/2018,"‘PSDB sente ciúmes de Doria’, diz candidato a vice do tucano","https://politica.estadao.com.br/noticias/eleicoes,psdb-sente-ciumes-de-doria-diz-candidato-a-vice-do-tucano,70002564564",
1040275619,,0,0,38945,26/10/2018,Haddad diz esperar uma declaração 'dura' de apoio de Ciro Gomes,"https://politica.estadao.com.br/noticias/eleicoes,haddad-diz-esperar-uma-declaracao-dura-de-apoio-de-ciro-gomes,70002565477",
1040257252,,0,0,38945,26/10/2018,A influência do combate à corrupção nas eleições presidenciais 2018,https://politica.estadao.com.br/blogs/fausto-macedo/a-influencia-do-combate-a-corrupcao-nas-eleicoes-presidenciais-2018/,
1040192951,,0,0,38945,26/10/2018,'Estadão Notícias': Campanha 'do medo' emplaca e Haddad sobe nas pesquisas,https://brasil.estadao.com.br/blogs/estadao-podcasts/estadao-noticias-campanha-do-medo-emplaca-e-haddad-sobe-nas-pesquisas/,
1040360441,,0,0,38945,26/10/2018,Virada é possível?,https://politica.estadao.com.br/blogs/neumanne/virada-e-possivel/,
1040390119,,0,0,38945,26/10/2018,Promotoria em Brasília abre investigação contra economista Paulo Guedes,"https://economia.estadao.com.br/noticias/geral,mpdf-abre-investigacao-contra-economista-paulo-guedes,70002565725",
1040390122,,0,0,38945,26/10/2018,Bolsa oscila com mercado externo desfavorável; dólar recua,"https://economia.estadao.com.br/noticias/geral,bolsa-oscila-com-mercado-externo-desfavoravel-dolar-recua,70002565645",
1040313795,,0,0,38945,26/10/2018,"No Twitter, Bolsonaro tenta frear especulações sobre possíveis ministros","https://politica.estadao.com.br/noticias/eleicoes,no-twitter-bolsonaro-tenta-frear-especulacoes-sobre-possiveis-ministros,70002565504",
1040466289,,0,0,38945,26/10/2018,Governo Bolsonaro Agrada o Mercado e Asusta o Mundo Político,https://economia.estadao.com.br/blogs/mosaico-de-economia/governo-bolsonaro-agrada-o-mercado-e-asusta-o-mundo-politico/,
1040450349,,0,0,38945,26/10/2018,"Ciro Gomes vai gravar vídeo de apoio a Haddad, diz presidente do PDT","https://politica.estadao.com.br/noticias/eleicoes,ciro-gomes-vai-gravar-video-de-apoio-a-haddad-diz-presidente-do-pdt,70002565802",
1040450346,,0,0,38945,26/10/2018,TSE nega pedido de Bolsonaro para tirar matérias do ar na Paraíba,https://politica.estadao.com.br/blogs/coluna-do-estadao/tse-nega-pedido-de-bolsonaro-para-tirar-materias-do-ar-na-paraiba/,
1040425856,,0,0,38945,26/10/2018,Presidente do PSL diz que OEA tem 'zero credibilidade',"https://politica.estadao.com.br/noticias/eleicoes,presidente-do-psl-diz-que-oea-tem-zero-credibilidade,70002565739",
1040537474,,0,0,38945,26/10/2018,Os novos ativistas políticos,https://politica.estadao.com.br/blogs/fausto-macedo/os-novos-ativistas-politicos/,
1040495037,,0,0,38945,26/10/2018,"Após ação da Polícia Federal em 17 universidades, Gilmar diz que é preciso 'ter cautela'","https://politica.estadao.com.br/noticias/eleicoes,apos-acao-da-policia-federal-em-17-universidades-gilmar-diz-que-e-preciso-ter-cautela,70002565849",
1040537470,,0,0,38945,26/10/2018,Ministros do STF e do TSE criticam interferências em atos nas universidades,"https://politica.estadao.com.br/noticias/eleicoes,ministros-do-stf-e-do-tse-criticam-interferencias-em-atos-nas-universidades,70002565977",
1040495036,,0,0,38945,26/10/2018,Policiais militares do Ceará não entoaram gritos a favor de Bolsonaro,https://politica.estadao.com.br/blogs/estadao-verifica/policiais-militares-do-ceara-nao-entoaram-gritos-a-favor-de-bolsonaro/,
1040521806,,0,0,38945,26/10/2018,"Bolsonaro é a própria fake news, diz Haddad em campanha na Paraíba","https://politica.estadao.com.br/noticias/eleicoes,bolsonaro-e-a-propria-fake-news-diz-haddad-em-campanha-na-paraiba,70002565880",
1040571808,,0,0,38945,26/10/2018,Chinchilla e Geraldinho contra Bolsonaro,https://politica.estadao.com.br/blogs/neumanne/chinchilla-e-geraldinho-contra-bolsonaro/,
1040700815,,0,0,38945,26/10/2018,Resumo das Eleições 2018: ministros defendem autonomia de universidades; Ciro gravará apoio a Haddad,"https://politica.estadao.com.br/noticias/eleicoes,resumo-das-eleicoes-2018-ministros-defendem-autonomia-de-universidades-ciro-gravara-apoio-a-haddad,70002566572",
1040691655,,0,0,38945,26/10/2018,"Onyx Lorenzoni diz que se Bolsonaro for eleito e Itália pedir, Battisti será extraditado","https://politica.estadao.com.br/noticias/eleicoes,onyx-lorenzoni-diz-que-se-bolsonaro-for-eleito-e-italia-pedir-battisti-sera-extraditado,70002566495",
1040659307,,0,0,38945,26/10/2018,PF cumpre mandado em investigação de ameaça a autoridades da República,https://politica.estadao.com.br/blogs/fausto-macedo/pf-cumpre-mandado-em-investigacao-de-ameaca-a-autoridades-da-republica/,
1040659306,,0,0,38945,26/10/2018,"Após proibição de atos em universidades, UnB realiza palestra sobre ascensão do fascismo","https://politica.estadao.com.br/noticias/eleicoes,apos-proibicao-de-atos-em-universidades-unb-realiza-palestra-sobre-ascensao-do-fascismo,70002566435",
1040659310,,0,0,38945,26/10/2018,É falso que polícia apreendeu carro-bomba que participaria de atentado a Bolsonaro,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-policia-apreendeu-carro-bomba-que-participaria-de-atentado-a-bolsonaro/,
1040653950,,0,0,38945,26/10/2018,"Liberdade é o pilar do Estado Democrático de Direito, diz Toffoli sobre universidades","https://politica.estadao.com.br/noticias/eleicoes,liberdade-e-o-pilar-do-estado-democratico-de-direito-diz-toffoli-sobre-universidades,70002566359",
1040653947,,0,0,38945,26/10/2018,"Edir Macedo processa Haddad por 'fundamentalista charlatão, com fome de dinheiro'",https://politica.estadao.com.br/blogs/fausto-macedo/edir-macedo-processa-haddad-por-fundamentalista-charlatao-com-fome-de-dinheiro/,
1040638801,,0,0,38945,26/10/2018,Justiça Eleitoral alerta Roger Waters sobre manifestações políticas em shows,"https://politica.estadao.com.br/noticias/eleicoes,justica-eleitoral-alerta-roger-waters-sobre-manifestacoes-politicas-em-shows,70002566232",
1040638793,,0,0,38945,26/10/2018,OAB condena 'censura e violência política' nas universidades,https://politica.estadao.com.br/blogs/fausto-macedo/oab-condena-censura-e-violencia-politica-nas-universidades/,
1040638791,,0,0,38945,26/10/2018,Coronel que ameaçou Rosa Weber será monitorado por tornozeleira eletrônica,https://politica.estadao.com.br/blogs/coluna-do-estadao/coronel-que-ameacou-rosa-weber-sera-monitorado-por-tornozeleira-eletronica/,
1040756222,,0,0,38945,26/10/2018,Legis-Ativo | De olho no Legislativo: Confira o resumo da semana e o que acontece às vésperas do segundo turno,https://politica.estadao.com.br/blogs/legis-ativo/legis-ativo-de-olho-no-legislativo-confira-o-resumo-da-semana-e-o-que-acontece-as-vesperas-do-segundo-turno/,
1040756221,,0,0,38945,26/10/2018,Ciro Gomes é recebido por multidão em aeroporto de Fortaleza,"https://politica.estadao.com.br/noticias/eleicoes,ciro-gomes-e-recebido-por-multidao-em-aeroporto-de-fortaleza,70002566848",
1040752517,,0,0,38945,26/10/2018,Eliseu Padilha faz reunião com Onyx Lorenzoni fora da agenda oficial,"https://politica.estadao.com.br/noticias/eleicoes,padilha-faz-reuniao-com-onyx-fora-da-agenda-oficial,70002566832",
1040723092,,0,0,38945,26/10/2018,Bolsonaro apela para mobilização de eleitores em busca de mais votos: 'Nada está ganho',"https://politica.estadao.com.br/noticias/eleicoes,bolsonaro-apela-para-mobilizacao-de-eleitores-em-busca-de-mais-votos-nada-esta-ganho,70002566727",
1040718224,,0,0,38945,26/10/2018,Mais um dia na portaria do Bolsonaro... sem ele aparecer,https://politica.estadao.com.br/blogs/carrapato-estadao/mais-um-dia-na-portaria-do-bolsonaro-sem-ele-aparecer/,
1040718222,,0,0,38945,26/10/2018,"Justiça Eleitoral fez buscas em 40 universidades, diz sindicato","https://politica.estadao.com.br/noticias/eleicoes,justica-eleitoral-fez-buscas-em-40-universidades-diz-sindicato,70002566600",
1040752520,,0,0,38945,26/10/2018,Candidatos à Presidência encerram propaganda na TV com ataques,"https://politica.estadao.com.br/noticias/eleicoes,candidatos-a-presidencia-encerram-propaganda-na-tv-com-ataques,70002566781",
1040718092,,0,0,38945,26/10/2018,Haddad diz que apoio de Ciro lhe dará 'três ou quatro pontos' até domingo,"https://politica.estadao.com.br/noticias/eleicoes,haddad-diz-que-apoio-de-ciro-lhe-dara-tres-ou-quatro-pontos-ate-domingo,70002566633",
1040810586,,0,0,38945,26/10/2018,"Bolsonaro está perdendo votos porque estão o conhecendo, diz Haddad","https://politica.estadao.com.br/noticias/eleicoes,bolsonaro-esta-perdendo-votos-porque-estao-o-conhecendo-diz-haddad,70002566985",
1040811937,,0,0,38945,26/10/2018,Bolsonaro tem maioria das associações de voto nas redes,https://cultura.estadao.com.br/blogs/direto-da-fonte/bolsonaro-tem-maioria-das-associacoes-de-voto-nas-redes/,
1040774516,,0,0,38945,26/10/2018,Bolsonaro pede cassação de registro de Haddad por turnê de Roger Waters,"https://politica.estadao.com.br/noticias/eleicoes,bolsonaro-pede-cassacao-de-registro-de-haddad-por-turne-de-roger-waters,70002566929",
1040792430,,0,0,38945,26/10/2018,Vera Holtz reage à declaração de Regina Duarte sobre Bolsonaro,https://cultura.estadao.com.br/blogs/direto-da-fonte/vera-holtz-reage-a-declaracao-de-regina-duarte-sobre-bolsonaro/,
1040792428,,0,0,38945,26/10/2018,Grêmio estudantil do colégio Santa Cruz critica Bolsonaro,https://cultura.estadao.com.br/blogs/direto-da-fonte/gremio-estudantil-do-colegio-santa-cruz-critica-bolsonaro/,
1040786714,,0,0,38945,26/10/2018,Bolsonaro e o Brasil na Era das Democraturas,https://cultura.estadao.com.br/blogs/estado-da-arte/bolsonaro-e-o-brasil-na-era-das-democraturas/,
1040838569,,0,0,38945,26/10/2018,Municípios da Amazônia que elegeram Bolsonaro no 1º turno são os que mais desmatam em 17 anos,https://sustentabilidade.estadao.com.br/blogs/ambiente-se/municipios-da-amazonia-que-elegeram-bolsonaro-no-1o-turno-sao-os-que-mais-desmatam-em-17-anos/,
1037722963,,0,0,40252,24/10/2018,Roger Waters chega para uma noite de clássicos no Maracanã,https://oglobo.globo.com/cultura/musica/roger-waters-chega-para-uma-noite-de-classicos-no-maracana-23179343,
1037767773,,0,0,40252,24/10/2018,Indústria quer manter benefício fiscal e ministério para o setor,https://oglobo.globo.com/economia/industria-quer-manter-beneficio-fiscal-ministerio-para-setor-23180438,
1037938392,,0,0,40252,24/10/2018,PF faz operação para apurar uso de arma em urnas e ameaças a candidatos,https://oglobo.globo.com/brasil/pf-faz-operacao-para-apurar-uso-de-arma-em-urnas-ameacas-candidatos-23180507,
1038008350,,0,0,40252,24/10/2018,Ibope é bálsamo para Bolsonaro,https://epoca.globo.com/ibope-balsamo-para-bolsonaro-23180679,
1038008373,,0,0,40252,24/10/2018,'Como as democracias morrem' se torna o livro mais vendido pela Amazon no Brasil,https://oglobo.globo.com/cultura/como-as-democracias-morrem-se-torna-livro-mais-vendido-pela-amazon-no-brasil-23180692,
1038008365,,0,0,40252,24/10/2018,"Vídeo: Mano Brown critica PT em comício de Haddad, recebe vaias e é defendido por Caetano",https://oglobo.globo.com/brasil/video-mano-brown-critica-pt-em-comicio-de-haddad-recebe-vaias-e-defendido-por-caetano-23180629,
1038008340,,0,0,40252,24/10/2018,Pesquisa Ibope aponta efeito limitado de circulação de mensagens por WhatsApp no 1º turno,https://oglobo.globo.com/brasil/pesquisa-ibope-aponta-efeito-limitado-de-circulacao-de-mensagens-por-whatsapp-no-1-turno-23180703,
1037975030,,0,0,40252,24/10/2018,Saiba quais são as propostas de Bolsonaro e Haddad para o serviço público,https://oglobo.globo.com/economia/saiba-quais-sao-as-propostas-de-bolsonaro-haddad-para-servico-publico-23180604,
1037975023,,0,0,40252,24/10/2018,"O essencial da manhã: Bolsonaro oscila dois pontos para baixo, e Haddad dois para cima, a cinco dias da votação, indica Ibope",https://oglobo.globo.com/brasil/o-essencial-da-manha-bolsonaro-oscila-dois-pontos-para-baixo-haddad-dois-para-cima-cinco-dias-da-votacao-indica-ibope-23180610,
1038048326,,0,0,40252,24/10/2018,Como funciona a máquina de WhatsApp que pode eleger Bolsonaro,https://epoca.globo.com/como-funciona-maquina-de-whatsapp-que-pode-eleger-bolsonaro-23180627,
